2025-06-24 17:52:52, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:39:11, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:39:12, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 18:39:13, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 18:39:14, 電壓: 0.64V, pH: 2.25, ORP: 1370mV
2025-06-24 18:39:15, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 18:39:15, 電壓: 0.64V, pH: 2.26, ORP: 1367mV
2025-06-24 18:39:16, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 18:39:17, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:39:18, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:39:19, 電壓: 0.65V, pH: 2.27, ORP: 1362mV
2025-06-24 18:39:20, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:39:20, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:39:21, 電壓: 0.62V, pH: 2.18, ORP: 1386mV
2025-06-24 18:39:22, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 18:39:23, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:39:23, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:39:24, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:39:25, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:39:26, 電壓: 0.65V, pH: 2.29, ORP: 1356mV
2025-06-24 18:39:27, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:39:27, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:39:28, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 18:39:29, 電壓: 0.65V, pH: 2.27, ORP: 1361mV
2025-06-24 18:39:30, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:39:31, 電壓: 0.65V, pH: 2.26, ORP: 1361mV
2025-06-24 18:39:32, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 18:39:32, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:39:33, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:39:34, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:39:35, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 18:39:36, 電壓: 0.64V, pH: 2.22, ORP: 1376mV
2025-06-24 18:39:36, 電壓: 0.64V, pH: 2.22, ORP: 1371mV
2025-06-24 18:39:37, 電壓: 0.65V, pH: 2.28, ORP: 1358mV
2025-06-24 18:39:38, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:39:39, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:39:39, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:39:40, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:39:41, 電壓: 0.63V, pH: 2.20, ORP: 1372mV
2025-06-24 18:39:42, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 18:39:43, 電壓: 0.62V, pH: 2.19, ORP: 1384mV
2025-06-24 18:39:44, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:39:44, 電壓: 0.64V, pH: 2.26, ORP: 1364mV
2025-06-24 18:39:45, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:39:46, 電壓: 0.64V, pH: 2.22, ORP: 1373mV
2025-06-24 18:39:47, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:39:48, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:39:48, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:39:49, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:39:50, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 18:39:51, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:39:52, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 18:39:52, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:39:53, 電壓: 0.64V, pH: 2.23, ORP: 1366mV
2025-06-24 18:39:54, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:39:55, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:39:56, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:39:56, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 18:39:57, 電壓: 0.64V, pH: 2.23, ORP: 1374mV
2025-06-24 18:39:58, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:39:59, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:40:00, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:40:00, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:40:01, 電壓: 0.63V, pH: 2.19, ORP: 1384mV
2025-06-24 18:40:02, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:40:03, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:40:04, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:40:04, 電壓: 0.65V, pH: 2.29, ORP: 1356mV
2025-06-24 18:40:05, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:40:06, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:40:07, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:40:08, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:40:08, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 18:40:09, 電壓: 0.63V, pH: 2.22, ORP: 1378mV
2025-06-24 18:40:10, 電壓: 0.62V, pH: 2.17, ORP: 1390mV
2025-06-24 18:40:11, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:40:12, 電壓: 0.64V, pH: 2.22, ORP: 1372mV
2025-06-24 18:40:12, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:40:13, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:40:14, 電壓: 0.65V, pH: 2.27, ORP: 1360mV
2025-06-24 18:40:15, 電壓: 0.63V, pH: 2.22, ORP: 1369mV
2025-06-24 18:40:16, 電壓: 0.64V, pH: 2.26, ORP: 1363mV
2025-06-24 18:40:16, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 18:40:17, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:40:18, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 18:40:19, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:40:20, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:40:20, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 18:40:21, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:40:22, 電壓: 0.63V, pH: 2.22, ORP: 1370mV
2025-06-24 18:40:23, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:40:24, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:40:24, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 18:40:25, 電壓: 0.61V, pH: 2.15, ORP: 1389mV
2025-06-24 18:40:26, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 18:40:27, 電壓: 0.64V, pH: 2.22, ORP: 1371mV
2025-06-24 18:40:28, 電壓: 0.64V, pH: 2.26, ORP: 1366mV
2025-06-24 18:40:28, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:40:29, 電壓: 0.64V, pH: 2.26, ORP: 1361mV
2025-06-24 18:40:30, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:40:31, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:40:32, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 18:40:32, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 18:40:33, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:40:34, 電壓: 0.65V, pH: 2.28, ORP: 1355mV
2025-06-24 18:40:35, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:40:36, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:40:36, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:40:37, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:40:38, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 18:40:39, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 18:40:40, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:40:40, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:40:41, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 18:40:42, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:40:43, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 18:40:44, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:40:44, 電壓: 0.64V, pH: 2.22, ORP: 1369mV
2025-06-24 18:40:45, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:40:46, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:40:47, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:40:48, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:40:48, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:40:49, 電壓: 0.66V, pH: 2.30, ORP: 1352mV
2025-06-24 18:40:50, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:40:51, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 18:40:52, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:40:52, 電壓: 0.64V, pH: 2.25, ORP: 1360mV
2025-06-24 18:40:53, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:40:54, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:40:55, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 18:40:56, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 18:40:56, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 18:40:57, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:40:58, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:40:59, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:41:00, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:41:00, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:41:01, 電壓: 0.62V, pH: 2.18, ORP: 1386mV
2025-06-24 18:41:02, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:41:03, 電壓: 0.65V, pH: 2.26, ORP: 1363mV
2025-06-24 18:41:04, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:41:05, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:41:05, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:41:06, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:41:07, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:41:08, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:41:09, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 18:41:09, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:41:10, 電壓: 0.65V, pH: 2.29, ORP: 1356mV
2025-06-24 18:41:11, 電壓: 0.62V, pH: 2.18, ORP: 1379mV
2025-06-24 18:41:12, 電壓: 0.64V, pH: 2.24, ORP: 1371mV
2025-06-24 18:41:12, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:41:13, 電壓: 0.66V, pH: 2.30, ORP: 1353mV
2025-06-24 18:41:14, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:41:15, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 18:41:16, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:41:17, 電壓: 0.65V, pH: 2.28, ORP: 1357mV
2025-06-24 18:41:17, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:41:18, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 18:41:19, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:41:20, 電壓: 0.64V, pH: 2.22, ORP: 1371mV
2025-06-24 18:41:21, 電壓: 0.65V, pH: 2.26, ORP: 1360mV
2025-06-24 18:41:21, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 18:41:22, 電壓: 0.64V, pH: 2.25, ORP: 1368mV
2025-06-24 18:41:23, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:41:24, 電壓: 0.65V, pH: 2.27, ORP: 1359mV
2025-06-24 18:41:25, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:41:25, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:41:26, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 18:41:27, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 18:41:28, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:41:29, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 18:41:29, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:41:30, 電壓: 0.64V, pH: 2.25, ORP: 1368mV
2025-06-24 18:41:31, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:41:32, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:41:33, 電壓: 0.62V, pH: 2.17, ORP: 1383mV
2025-06-24 18:41:33, 電壓: 0.64V, pH: 2.24, ORP: 1371mV
2025-06-24 18:41:34, 電壓: 0.63V, pH: 2.22, ORP: 1370mV
2025-06-24 18:41:35, 電壓: 0.64V, pH: 2.26, ORP: 1361mV
2025-06-24 18:41:36, 電壓: 0.62V, pH: 2.16, ORP: 1388mV
2025-06-24 18:41:37, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:41:37, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:41:38, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:41:39, 電壓: 0.62V, pH: 2.19, ORP: 1385mV
2025-06-24 18:41:40, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 18:41:41, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:41:41, 電壓: 0.64V, pH: 2.22, ORP: 1367mV
2025-06-24 18:41:42, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:41:43, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:41:44, 電壓: 0.65V, pH: 2.27, ORP: 1362mV
2025-06-24 18:41:45, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:41:45, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:41:46, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 18:41:47, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:41:48, 電壓: 0.64V, pH: 2.22, ORP: 1373mV
2025-06-24 18:41:49, 電壓: 0.64V, pH: 2.26, ORP: 1363mV
2025-06-24 18:41:49, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 18:41:50, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 18:41:51, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 18:41:52, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 18:41:53, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:41:53, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:41:54, 電壓: 0.62V, pH: 2.18, ORP: 1388mV
2025-06-24 18:41:55, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:41:56, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:41:57, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:41:57, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:41:58, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:41:59, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:42:00, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:42:01, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:42:01, 電壓: 0.65V, pH: 2.28, ORP: 1357mV
2025-06-24 18:42:02, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:42:03, 電壓: 0.64V, pH: 2.25, ORP: 1360mV
2025-06-24 18:42:04, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:42:05, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:42:05, 電壓: 0.61V, pH: 2.15, ORP: 1391mV
2025-06-24 18:42:06, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:42:07, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:42:08, 電壓: 0.65V, pH: 2.28, ORP: 1359mV
2025-06-24 18:42:09, 電壓: 0.64V, pH: 2.22, ORP: 1371mV
2025-06-24 18:42:09, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:42:10, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:42:11, 電壓: 0.63V, pH: 2.21, ORP: 1370mV
2025-06-24 18:42:12, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:42:13, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:42:13, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:42:14, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:42:15, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 18:42:16, 電壓: 0.65V, pH: 2.26, ORP: 1363mV
2025-06-24 18:42:17, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:42:17, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:42:18, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:42:19, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:42:20, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 18:42:21, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:42:21, 電壓: 0.65V, pH: 2.26, ORP: 1363mV
2025-06-24 18:42:22, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:42:23, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 18:42:24, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:42:25, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:42:25, 電壓: 0.62V, pH: 2.17, ORP: 1383mV
2025-06-24 18:42:26, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 18:42:27, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:42:28, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:42:29, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 18:42:29, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:42:30, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:42:31, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 18:42:32, 電壓: 0.63V, pH: 2.21, ORP: 1371mV
2025-06-24 18:42:33, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:42:33, 電壓: 0.62V, pH: 2.18, ORP: 1387mV
2025-06-24 18:42:34, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:42:35, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:42:36, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:42:37, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 18:42:37, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:42:38, 電壓: 0.65V, pH: 2.29, ORP: 1357mV
2025-06-24 18:42:39, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 18:42:40, 電壓: 0.64V, pH: 2.26, ORP: 1365mV
2025-06-24 18:42:41, 電壓: 0.63V, pH: 2.19, ORP: 1385mV
2025-06-24 18:42:41, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:42:42, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:42:43, 電壓: 0.65V, pH: 2.26, ORP: 1359mV
2025-06-24 18:42:44, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:42:45, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:42:46, 電壓: 0.64V, pH: 2.22, ORP: 1370mV
2025-06-24 18:42:46, 電壓: 0.65V, pH: 2.29, ORP: 1354mV
2025-06-24 18:42:47, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:42:48, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:42:49, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:42:50, 電壓: 0.66V, pH: 2.30, ORP: 1351mV
2025-06-24 18:42:50, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:42:51, 電壓: 0.64V, pH: 2.26, ORP: 1360mV
2025-06-24 18:42:52, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:42:53, 電壓: 0.64V, pH: 2.24, ORP: 1372mV
2025-06-24 18:42:54, 電壓: 0.62V, pH: 2.19, ORP: 1385mV
2025-06-24 18:42:54, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:42:55, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:42:56, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:42:57, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 18:42:58, 電壓: 0.65V, pH: 2.26, ORP: 1365mV
2025-06-24 18:42:58, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:42:59, 電壓: 0.65V, pH: 2.27, ORP: 1357mV
2025-06-24 18:43:00, 電壓: 0.62V, pH: 2.19, ORP: 1385mV
2025-06-24 18:43:01, 電壓: 0.62V, pH: 2.17, ORP: 1384mV
2025-06-24 18:43:02, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:43:02, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:43:03, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:43:04, 電壓: 0.62V, pH: 2.18, ORP: 1386mV
2025-06-24 18:43:05, 電壓: 0.64V, pH: 2.26, ORP: 1364mV
2025-06-24 18:43:06, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:43:06, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:43:07, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:43:08, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:43:09, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:43:10, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:43:10, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:43:11, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:43:12, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:43:13, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:43:14, 電壓: 0.62V, pH: 2.17, ORP: 1384mV
2025-06-24 18:43:14, 電壓: 0.65V, pH: 2.27, ORP: 1361mV
2025-06-24 18:43:15, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:43:16, 電壓: 0.64V, pH: 2.25, ORP: 1368mV
2025-06-24 18:43:17, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:43:18, 電壓: 0.65V, pH: 2.27, ORP: 1360mV
2025-06-24 18:43:18, 電壓: 0.62V, pH: 2.18, ORP: 1386mV
2025-06-24 18:43:19, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:43:20, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:43:21, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:43:22, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 18:43:22, 電壓: 0.62V, pH: 2.19, ORP: 1385mV
2025-06-24 18:43:23, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:43:24, 電壓: 0.64V, pH: 2.26, ORP: 1364mV
2025-06-24 18:43:25, 電壓: 0.65V, pH: 2.26, ORP: 1361mV
2025-06-24 18:43:26, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:43:26, 電壓: 0.64V, pH: 2.23, ORP: 1375mV
2025-06-24 18:43:27, 電壓: 0.65V, pH: 2.27, ORP: 1362mV
2025-06-24 18:43:28, 電壓: 0.65V, pH: 2.27, ORP: 1359mV
2025-06-24 18:43:29, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:43:30, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:43:30, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:43:31, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:43:32, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:43:33, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:43:34, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:43:34, 電壓: 0.64V, pH: 2.26, ORP: 1365mV
2025-06-24 18:43:35, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:43:36, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:43:37, 電壓: 0.62V, pH: 2.19, ORP: 1384mV
